epoch,train_loss,val_loss,val_mae,val_corr
1,1012.2952504199219,282.67278298339846,12.999436378479004,0.6780833919224099
2,271.66451403808594,262.47714610595705,12.353243827819824,0.7112218751695417
3,260.9003350341797,250.46080324707032,12.234338760375977,0.7213978911338271
4,254.7722018359375,244.34234365234374,11.952472686767578,0.7304938183148739
5,249.61738714355468,244.43048852539061,11.970114707946777,0.7305669471272951
6,245.27099186523438,236.48198044433593,11.78875732421875,0.739712215320762
7,240.42761166503905,233.3949635498047,11.804816246032715,0.7445694492106004
8,236.72080711914063,233.2020239135742,11.588447570800781,0.747932922844291
9,232.11162181640626,224.1756360595703,11.479939460754395,0.7558076100124006
10,227.8767110498047,224.02694924316407,11.519885063171387,0.7578889028066762
11,224.15020494628905,222.38647060546876,11.387234687805176,0.7574640758042354
12,220.34079497070312,216.5514827392578,11.301111221313477,0.7653338710062693
13,216.95398919921874,212.15190864257812,11.147363662719727,0.7706976932179163
14,213.84912498046876,210.63035987548827,11.05270767211914,0.7721319067833133
15,210.16385791503907,218.12833583984374,11.155754089355469,0.7711144412763742
16,206.09530806152344,206.1576053833008,10.948678016662598,0.7783026607641426
17,202.75210632324217,204.5455662963867,10.781679153442383,0.7835304914912812
18,199.92314365234375,201.64246490478516,10.797348022460938,0.7844425699012404
19,197.16788546875,206.87909921875,11.006132125854492,0.7862852259453686
20,194.20350857421874,195.15980363769532,10.559671401977539,0.7924147951223424
21,191.15128545898438,196.68660985107422,10.492711067199707,0.7943337143384201
22,188.66081311035157,192.5991022705078,10.416280746459961,0.7952639026931504
23,185.502307578125,196.22449610595703,10.676795959472656,0.8003723745867832
24,183.86404122558594,185.76837525634767,10.26752758026123,0.802671473703201
25,180.80408349609374,189.59895300292968,10.402802467346191,0.7991764932011896
26,177.97791890625,182.2904941040039,10.036555290222168,0.8089460052596237
27,176.12290587402344,182.95575018310547,10.059184074401855,0.8069150719884886
28,173.83766744628906,181.43409901733398,10.025320053100586,0.8078465482477796
29,171.7677237451172,177.06339556274415,9.895771026611328,0.8127871463498296
30,169.8292336230469,176.70279982910156,9.98233413696289,0.8143539854417112
