epoch,train_loss,train_mae,train_rmse,train_corr,val_loss,val_mae,val_rmse,val_corr
1,1114.7605424316407,25.32516860961914,33.38801574707031,0.002580474366316604,521.3190901367187,18.034807205200195,22.832420349121094,0.014742214697818517
2,361.8243263671875,14.52643871307373,19.02169418334961,0.557433840272226,289.48665473632815,12.978053092956543,17.014312744140625,0.677522934767414
3,281.65739443359377,12.847067832946777,16.782642364501953,0.6788584993907104,263.76522412109375,12.512717247009277,16.24085235595703,0.7025627646351482
4,272.83123271484374,12.618786811828613,16.517601013183594,0.6911551657090289,260.4125604980469,12.39306354522705,16.137306213378906,0.7080147154174157
5,267.3743865234375,12.478519439697266,16.351593017578125,0.6986599150035315,268.27024770507813,12.835336685180664,16.378952026367188,0.7121751164997833
6,263.13334365234374,12.38549518585205,16.221385955810547,0.7044397782878529,258.2827912109375,12.495637893676758,16.07117462158203,0.716005803054107
7,259.611406640625,12.286033630371094,16.112462997436523,0.7092280838313401,255.1588770751953,12.414464950561523,15.9736909866333,0.7203555335819343
8,258.47943529052736,12.264141082763672,16.07730484008789,0.710739398100151,249.89140869140624,12.235143661499023,15.807952880859375,0.7226640867516139
9,255.62555217285157,12.186612129211426,15.988302230834961,0.7145861183608024,246.55398254394532,12.057361602783203,15.702038764953613,0.7265646617835507
10,252.5940984375,12.126018524169922,15.893207550048828,0.7186123807683733,262.1296690185547,12.661709785461426,16.190414428710938,0.723840127841439
11,249.98296625976562,12.054516792297363,15.810843467712402,0.7220852001108047,242.3537752685547,12.014734268188477,15.567720413208008,0.7322083695257459
12,248.79003208007813,12.011813163757324,15.773072242736816,0.7236705634500842,253.6623156616211,12.072196960449219,15.926780700683594,0.7320202830635156
13,247.6320492675781,11.982181549072266,15.736331939697266,0.7251969857536598,241.94131423339843,11.935577392578125,15.55445671081543,0.7320901184922052
14,244.43738685302733,11.913947105407715,15.634505271911621,0.7294030045352201,233.72192788085937,11.733928680419922,15.287962913513184,0.7426567569064318
15,243.33944360351563,11.872091293334961,15.599335670471191,0.7308389199957545,237.61118918457032,11.976963996887207,15.414640426635742,0.7412092649333093
16,240.0904246826172,11.796039581298828,15.494848251342773,0.7350822022259704,234.8834219482422,11.749563217163086,15.325905799865723,0.7433343010775764
17,239.54594752197266,11.77970027923584,15.477275848388672,0.735786450615519,242.7714112060547,11.834424018859863,15.581120491027832,0.7416136083734401
18,236.9276958984375,11.70357894897461,15.392464637756348,0.7391816533840517,232.2702350830078,11.632538795471191,15.240412712097168,0.7452587376839023
19,235.32991082763672,11.661189079284668,15.340469360351562,0.7412531482463504,229.59871062011717,11.62067699432373,15.15251636505127,0.7483641462057546
20,233.47180795898439,11.615951538085938,15.27977466583252,0.7436447913158514,227.5110003417969,11.637215614318848,15.08346939086914,0.7527957004776389
21,231.27099915771484,11.542733192443848,15.207592964172363,0.746475467919438,227.6583806640625,11.655241012573242,15.088356971740723,0.7523437465535794
22,228.72630067138672,11.480844497680664,15.123701095581055,0.749743595766785,224.24708688964844,11.458356857299805,14.97487735748291,0.7547223545509413
23,228.8294682495117,11.48709487915039,15.127117156982422,0.7495976685029825,232.6860067993164,11.582645416259766,15.254053115844727,0.7530316377435153
24,225.96842279052734,11.401461601257324,15.032246589660645,0.753247931263901,227.35893706054688,11.64571475982666,15.078423500061035,0.7570136024229992
25,223.72083643798828,11.348820686340332,14.957303047180176,0.7560927181495638,227.31142242431642,11.436710357666016,15.076852798461914,0.7605553547747037
26,221.30282397460937,11.289788246154785,14.87623405456543,0.7591485231287941,223.68279360351562,11.614167213439941,14.956021308898926,0.7626301984600897
27,220.26931661376952,11.254602432250977,14.841466903686523,0.7604583996981144,216.2882795410156,11.229288101196289,14.706743240356445,0.7650830940960236
28,218.11820838623046,11.17733383178711,14.768834114074707,0.763170573314076,219.3109696899414,11.29343318939209,14.80915355682373,0.7610634048863205
29,216.74941169433595,11.155668258666992,14.722408294677734,0.7648669528549172,221.90253349609375,11.30643367767334,14.896393775939941,0.760460386730157
30,214.07268839111327,11.077990531921387,14.631221771240234,0.7682151929918465,214.97012579345704,11.161190032958984,14.661857604980469,0.7666586418535251
