epoch,train_loss,train_mae,train_rmse,train_corr,val_loss,val_mae,val_rmse,val_corr
1,1146.6634829101563,25.631731033325195,33.86241149902344,-0.0077478505091495556,521.3977626953125,18.069746017456055,22.834135055541992,0.0003524238749498835
2,478.6158713378906,17.061710357666016,21.877283096313477,0.29484594199386277,357.4962895507812,14.525181770324707,18.907569885253906,0.57151795158329
3,333.56254028320313,13.940390586853027,18.26369285583496,0.601608083671519,290.63156154785156,13.127717971801758,17.047916412353516,0.6652367191084217
4,292.1847799560547,13.092605590820312,17.093408584594727,0.6638415015721113,279.5102844726562,12.833602905273438,16.718563079833984,0.6825187808982057
5,281.98327768554685,12.851580619812012,16.792360305786133,0.6783383647644,271.10965385742185,12.766555786132812,16.46540641784668,0.6954198499833979
6,277.6734217773438,12.750906944274902,16.66352653503418,0.6843830872813509,268.28726186523437,12.61269474029541,16.37947654724121,0.6967587340515152
7,273.5480102294922,12.645794868469238,16.539281845092773,0.6901408418592059,265.6373698974609,12.618095397949219,16.298381805419922,0.701539199832923
8,270.61317028808594,12.571645736694336,16.450328826904297,0.6941916812355952,263.6829628662109,12.617812156677246,16.238323211669922,0.707651901030674
9,268.4308593994141,12.524441719055176,16.383861541748047,0.6971965947950108,259.70256772460937,12.371269226074219,16.115283966064453,0.7106386453470093
10,265.22389965820315,12.444195747375488,16.285688400268555,0.7016033050995423,279.96049736328126,12.63742733001709,16.732013702392578,0.7056338372469386
11,264.68068469238284,12.42675495147705,16.269004821777344,0.7023607317664923,257.5215971923828,12.315765380859375,16.04747772216797,0.7141225095543894
12,260.5460912231445,12.317190170288086,16.141443252563477,0.707941339764514,250.82030629882811,12.226532936096191,15.837306022644043,0.7201635945294513
13,258.52464177246094,12.276601791381836,16.078685760498047,0.7106751597775773,254.56528728027342,12.20596981048584,15.955103874206543,0.7213405212825764
14,255.39256602783203,12.196295738220215,15.98100757598877,0.7148712149492695,244.83811247558594,12.019046783447266,15.64730453491211,0.7290760490231204
15,253.88907703857421,12.146932601928711,15.933895111083984,0.7169151637109304,248.37058413085938,12.248759269714355,15.759778022766113,0.7259690798538727
16,250.72822862548827,12.065485000610352,15.83439826965332,0.721096988811621,257.0674194458008,12.144497871398926,16.033323287963867,0.7330660796197528
17,248.2486051513672,12.016353607177734,15.755905151367188,0.7243736572688948,243.98139692382813,12.09821605682373,15.619895935058594,0.7312386790210087
18,245.99182005615233,11.955964088439941,15.684121131896973,0.7273571575454715,246.5172074707031,12.227662086486816,15.700868606567383,0.7324589709165521
19,244.15932927246095,11.91716480255127,15.625602722167969,0.7297586281662791,241.18153854980469,12.003552436828613,15.53001880645752,0.7339266177376251
20,242.11174246826172,11.844219207763672,15.559938430786133,0.7324513539685349,235.1287790283203,11.829183578491211,15.333910942077637,0.7426595847487731
