epoch,train_loss,val_loss,val_mae,val_corr
1,779.2413111035156,267.13766997070314,12.532354354858398,0.6974960931449601
2,263.3601633219401,250.64906655273438,12.158199310302734,0.7197380249904328
3,252.3930076904297,245.01832482910157,11.933008193969727,0.7282152149173139
4,245.58618354492188,238.97230078125,11.830954551696777,0.7350190487570119
5,239.73965186848957,231.5104843017578,11.606019973754883,0.7452279448377069
6,234.40558733398439,227.97329348144532,11.611010551452637,0.752030203619454
7,229.51721497558594,221.96514951171875,11.330357551574707,0.757653414869552
8,223.69062860188802,218.30659399414063,11.196113586425781,0.7620355104348664
9,218.97187241373697,212.73751413574217,11.084614753723145,0.7689988143177546
10,214.18955887858073,208.557232421875,10.937597274780273,0.774077351385273
11,209.8115528531901,205.47602175292968,10.820469856262207,0.7775947475449737
12,205.07347887369792,205.7952619140625,10.771562576293945,0.7780313187114081
13,200.0694829296875,195.2106158691406,10.455766677856445,0.7908289763310506
14,196.35405195068358,197.97037575683595,10.508903503417969,0.791079008772401
15,192.8553469140625,198.51096336669923,10.500988960266113,0.7933414724812714
16,188.47880274902343,186.63227932128908,10.21542739868164,0.8011698535250054
17,184.9406670743815,184.266678125,10.195918083190918,0.8052976104925597
18,181.84643503092448,179.0908440185547,9.96226978302002,0.8096059902763916
19,178.16697650227866,188.34665534667968,10.392683982849121,0.810015892524636
20,174.60967673665365,174.90306474609375,9.876994132995605,0.8165808855200872
