epoch,lr,train_loss,train_mae,train_rmse,train_corr,val_loss,val_mae,val_rmse,val_corr
1,0.0005,405.0054571057129,14.45152759552002,20.124725341796875,0.5467782376793835,261.37838981933595,12.221610069274902,16.16719627380371,0.7249329169216737
