epoch,lr,train_loss,train_mae,train_rmse,train_corr,val_loss,val_mae,val_rmse,val_corr
1,0.0005,1661.2210544921875,31.814353942871094,40.75810241699219,0.014512362123057261,416.7573649169922,15.318619728088379,20.414627075195312,0.5428683197188623
2,0.0005,318.1979292480469,13.572806358337402,17.838102340698242,0.6304825575396173,289.4106795166016,13.05911922454834,17.012081146240234,0.6678882723248538
3,0.0005,289.21754226074216,13.005352973937988,17.00639533996582,0.6681423688597471,286.1896078857422,12.84615421295166,16.917133331298828,0.688083829139797
4,0.0005,279.19159777832033,12.766615867614746,16.709022521972656,0.6823169484010522,270.5057972900391,12.732741355895996,16.447057723999023,0.6949090397674801
5,0.0005,273.83600109863283,12.644068717956543,16.547990798950195,0.6897476721052732,274.6808118652344,12.589954376220703,16.573495864868164,0.7034116151622964
6,0.0005,269.20549001464843,12.52021598815918,16.40748405456543,0.6961643701555716,257.70794001464844,12.306670188903809,16.053281784057617,0.7120244613462687
7,0.0005,266.06802104492186,12.455001831054688,16.31159019470215,0.7004524215788904,262.64542481689455,12.38122272491455,16.206340789794922,0.7134220408128279
8,0.0005,259.84361015625,12.291709899902344,16.119665145874023,0.708908500713463,250.16139907226562,12.090803146362305,15.81649112701416,0.7239139675627794
9,0.0005,255.81020336914062,12.197286605834961,15.994051933288574,0.714313568731642,249.0659042236328,11.999143600463867,15.78182315826416,0.7287089660170185
10,0.0005,252.1259475341797,12.1005859375,15.878475189208984,0.7192332978071899,244.36556520996095,12.050895690917969,15.632192611694336,0.7287985399391067
11,0.0005,249.04382619628907,12.024920463562012,15.781116485595703,0.7233230320366568,246.80805603027343,11.978523254394531,15.710124015808105,0.7326002596557492
12,0.0005,247.52199370117188,11.992286682128906,15.732832908630371,0.7253378958125767,246.9868687988281,11.933181762695312,15.715815544128418,0.7375704991622566
13,0.0005,243.61388630371093,11.882685661315918,15.608138084411621,0.7304742269807777,244.63123625488282,11.869192123413086,15.640693664550781,0.7401407464237433
14,0.0005,243.1073030517578,11.866415023803711,15.591890335083008,0.731167272126893,234.19287290039063,11.632556915283203,15.303362846374512,0.7459843980337536
15,0.0005,240.05988283691406,11.791340827941895,15.493865013122559,0.7351189554075008,233.11679697265626,11.715376853942871,15.268166542053223,0.7435241275997521
16,0.0005,239.07517299804687,11.762978553771973,15.462063789367676,0.736406066286864,228.0486153564453,11.502449989318848,15.101283073425293,0.7513176240607262
17,0.0005,237.07466553955078,11.68176555633545,15.397236824035645,0.7390081045861284,229.31364575195312,11.710038185119629,15.143109321594238,0.7512325996077149
18,0.0005,235.25137155761718,11.646940231323242,15.337904930114746,0.7413503348786784,227.99649270019532,11.493597030639648,15.0995512008667,0.7539404949715716
19,0.0005,233.68026981201172,11.606051445007324,15.286602973937988,0.7433836543262105,226.39791530761718,11.564384460449219,15.046528816223145,0.7528797639230227
20,0.0005,231.69897141113282,11.545296669006348,15.221662521362305,0.7459237351223562,228.1547901855469,11.553271293640137,15.104798316955566,0.7502478264342769
21,0.0005,229.89974654541015,11.508191108703613,15.16244125366211,0.7482306770879861,229.52664333496094,11.629631042480469,15.150135040283203,0.7491203910125452
22,0.0005,227.85668546142577,11.449902534484863,15.094924926757812,0.7508418338859908,223.6999421875,11.351730346679688,14.9566011428833,0.7577295335442703
23,0.0005,225.63546961669923,11.380208969116211,15.021170616149902,0.7536696759329611,222.23652436523437,11.469837188720703,14.907598495483398,0.7592016446723684
24,0.0005,223.7874698486328,11.325575828552246,14.959515571594238,0.75601317260246,217.6636071533203,11.313629150390625,14.75342845916748,0.765001492515832
25,0.0005,222.73638262939454,11.28672981262207,14.924349784851074,0.7573471786372913,234.07194025878906,11.524921417236328,15.29941463470459,0.7591794596243507
26,0.0005,220.21163133544923,11.22986888885498,14.839536666870117,0.7605239188016887,216.64291806640625,11.20302677154541,14.718790054321289,0.7657479178915159
27,0.0005,219.44845587158204,11.19726848602295,14.813782691955566,0.7615044761961757,218.26148039550782,11.355742454528809,14.773673057556152,0.7676112328331832
28,0.0005,218.37897587890626,11.149083137512207,14.77763843536377,0.7628273662900995,225.0153912109375,11.315469741821289,15.000514030456543,0.7670568837996536
29,0.0005,215.78060828857423,11.083303451538086,14.689465522766113,0.7660792934601376,217.28544411621093,11.277108192443848,14.740610122680664,0.7652656526369026
30,0.00025,213.25919571533203,11.013594627380371,14.603401184082031,0.7692383628452668,221.96910419921875,11.49544620513916,14.898625373840332,0.7684925466909435
